Concentration,Sample Type,Sample Number,Circle 1 Pixels Changed,Circle 1 Intensity Change,Circle 2 Pixels Changed,Circle 2 Intensity Change,Circle 3 Pixels Changed,Circle 3 Intensity Change,Circle 4 Pixels Changed,Circle 4 Intensity Change
0mM,normal light,9,47.29690300529365,86.88333124921846,54.1741809437932,97.64547640516982,59.5998899500845,110.46228825217152,63.32361269599763,116.76995900426863
0mM,normal light,10,63.429693076374015,116.39311206281228,62.49500780597611,109.54256979994918,73.2101102327135,136.90227517351445,70.22060264096235,130.77555738411505
10mM,Dry,1,46.59512280242551,82.31077956637438,45.24213303184473,80.93371019408329,42.42154131847725,74.26135561745589,46.36254872447995,83.13476901701979
10mM,Dry,2,44.58593810295593,77.8257312649533,47.47518813392955,83.52844730432254,49.31778251280326,86.8700609323016,45.445012452483944,78.45012452483942
10mM,Dry,3,45.67252797442338,79.00510009895714,44.15994387934058,75.77329591956038,45.57977055297527,80.5756023976817,41.65741768405476,73.32053274139845
10mM,Dry,4,42.100445221154246,73.63737361128449,40.63083462439916,71.29384658165495,41.79974909300512,72.46339809446309,44.980702823481614,80.66735730245784
10mM,Dry,6,44.397463002114165,78.36931559092982,44.13014608233732,77.09021691013723,42.66083697688944,76.21948782011243,49.333333333333336,88.45392898052692
10mM,Dry,7,47.96515883472405,85.64049919484702,50.585175552665795,90.19520300534604,50.979464370209136,89.59461846629443,46.729809791082005,81.5515279077019
10mM,Dry,8,45.57807100219918,79.12774897895068,49.674463467566916,87.69805481874447,48.08009422850412,84.97043580683156,45.10546461438228,79.69708445313137
10mM,Dry,9,47.713174219325,84.04019906774612,46.333055984785446,83.81152185110345,49.87563662205377,89.12641636069327,47.15384615384615,83.78794871794872
10mM,Dry,10,48.98566503356923,88.54668844129922,49.40293775758216,88.74458416992498,49.531382038872245,87.14719213336406,47.19097222222222,85.02902777777778
10mM,Yellow light,1,54.29481306984252,100.05706059416306,51.147540983606554,92.28245713208969,55.19777158774374,99.44601671309192,57.97537725290417,105.61881054378449
10mM,Yellow light,2,65.28131511924057,118.79717527205372,46.30821245501145,83.60413712873087,71.24967290942395,131.765840529326,69.3756280858129,127.98182374273605
10mM,Yellow light,3,50.05328461597016,92.49162670320469,47.90521844187225,86.58556451927198,60.259616529712986,113.20312810130602,55.50499445061043,100.88161302256752
10mM,Yellow light,4,53.16023800607498,95.6847667790122,55.67870337266119,104.01024907639137,55.77255619977621,100.96246566981996,52.58582165346334,92.89839528742637
10mM,Yellow light,6,83.78725697467148,161.27998176014592,70.0531208499336,129.05347498893315,76.2231938371851,146.8163647720175,67.20274914089347,122.6991981672394
10mM,Yellow light,7,62.611623481188694,112.90506514419558,68.66421037422337,127.60959398930791,69.24702690766853,129.62209394025425,83.27876520112254,150.6084346741503
10mM,Yellow light,8,43.865849827207036,81.0629123468426,49.586046137770275,89.6563379149586,75.52414605418139,137.80188457008245,57.32144311426012,101.15901132014008
10mM,Yellow light,9,58.567272982161015,104.9753969088424,52.02266333848409,88.18614049685011,75.12732441075447,138.52524773974497,75.47435897435898,139.3442735042735
10mM,Yellow light,10,66.3581927054981,122.37463255307567,41.8084469336715,77.52650674557047,61.24298993623722,110.46635169393869,57.62500000000001,102.51395833333333
10mM,Left side,1,66.93713737294419,132.58378048248485,56.728848690408896,96.28547201808932,83.5803156917363,156.9993314763231,81.71047045656285,150.9492493535564
10mM,Left side,2,76.22520645211083,143.70294049548505,63.9800777983786,111.55625840695096,78.53538185488394,149.33280998841164,88.17669419321011,157.20277887010093
10mM,Left side,3,63.57996498439522,112.46920910405724,88.89278615690401,159.38134767527964,79.08776944146719,147.76896510658568,67.52497225305217,132.99415464298926
10mM,Left side,4,64.00366163192277,113.84537927017018,69.79303221705796,139.92603185953203,82.41955718306039,153.51415590140033,71.76518383099736,137.9204550071095
10mM,Left side,6,75.9731376694441,140.5181362185466,63.634351482957065,116.41505090748119,73.38746616697898,136.01440766187798,64.01832760595647,116.377686139748
10mM,Left side,8,59.943449575871824,97.1993795161797,66.21252310907482,111.71959649545856,81.11503729878288,152.33800549666273,91.42031110025246,160.35743953090642
10mM,High height,1,86.79055969986477,155.33189373118702,56.61579046542302,99.11452798191068,56.76508820798515,100.93741875580315,67.7511481610127,125.35073906834936
10mM,High height,2,56.15111522729027,102.49305394767308,54.02261242592794,90.39150034536664,77.81765167657284,145.31669844117977,76.53252938349281,147.21601782671385
10mM,High height,3,58.42658141128112,95.91767526832611,66.22627538095794,137.8571651272458,61.38303362311937,117.43134452780755,57.33999260081391,104.51849796522383
10mM,High height,4,51.42928473349146,90.52698373070362,50.276089460930365,87.73380208954038,51.317261723120744,94.8713932119486,62.4822262847857,109.4689417022141
10mM,High height,6,80.97666127761886,152.63300584504415,67.61841522797698,122.15989375830013,72.28398917343327,143.13649802206953,58.63459335624284,107.40609392898052
10mM,High height,7,64.4524959742351,107.39866051822574,56.63198959687906,102.90821413090593,70.27854010914483,134.523390429324,85.14967259120674,156.66623791705643
10mM,High height,8,57.7717562048382,97.43834432924913,50.92436299332851,95.13760951691987,86.47035728307813,156.95159010600707,66.30833129733692,138.60790781008225
10mM,High height,9,66.24610100585288,120.12035187326954,55.497444431237376,99.78406434486311,70.00671167436535,131.79146432942477,75.7051282051282,142.68188034188034
10mM,High height,10,70.84376701143168,133.96414443839595,60.75944908239107,100.58413470005988,65.39141123146655,129.01786125835446,60.34374999999999,116.72350694444444
10mM,Android,1,64.49853858569995,116.74309645334381,59.75127190503109,105.97377049180328,77.76044568245125,145.4106592386258,76.6778588244375,141.78835243718885
10mM,Android,2,76.78474955622443,142.09751485683415,75.36990584214928,142.53201003380957,74.84580015700347,138.93289970468393,74.37409883339888,138.3217984008389
10mM,Android,3,67.5344446981807,125.55096292913146,82.24404692310691,150.9276277329592,75.8088206105355,141.02199198126314,80.73251942286348,148.491157972623
10mM,Android,6,84.65365004352692,156.8985200845666,61.943337760070825,108.07317397078353,70.61836352279826,143.78151155527794,87.40893470790378,158.12714776632302
10mM,Android,7,81.9023569023569,150.77009222661397,81.80898714058662,150.2238115879208,75.19321157061292,143.7569161856093,76.94886186467103,144.5681322107889
10mM,Android,8,57.30442978322338,103.59821709079485,58.588537898882734,103.66051764327626,75.04122497055359,139.7223792697291,64.3293427803567,119.16609658767001
10mM,Android,9,70.21694178670312,131.58374513720955,75.387297436507,140.5474067910773,76.91184018318923,145.29393185676497,83.78205128205128,151.03871794871796
10mM,Android,10,72.0595173289784,135.81854472872436,74.2118426150974,137.7109796047765,62.92540523930244,118.2154490281939,60.076388888888886,105.31736111111111
10mM,Right Side,4,58.794158032705035,104.9497357799692,70.39685377189846,132.86636475588924,68.84006374393924,128.5735937341064,83.63193174893357,156.56953077391833
10mM,Right Side,6,67.82323923226797,124.54006549765784,76.37450199203187,141.52084993359892,77.81386633354154,145.93212575473663,72.55441008018327,135.3194043528064
10mM,Right Side,8,44.60021991831605,84.37880929940307,60.4171690378587,109.79547464030223,76.04240282685512,141.58311739301138,87.79623747862205,156.15339197003013
10mM,Normal light,1,52.139772281115036,94.85460018322209,61.37931034482759,110.19589221782552,58.39554317548746,106.64371402042711,69.36822199066034,129.0504418972637
10mM,Normal light,2,72.11159990738597,134.70834298062823,43.872468826116986,79.46031919147853,74.86449104706367,141.6450599977571,78.82640800454406,149.19120024468037
10mM,Normal light,3,51.39681814721778,91.56847073152166,59.651584239448155,102.6834249191317,67.45266166488031,130.2104719939661,67.51757306696263,126.72497225305216
10mM,Normal light,4,68.18125078017727,126.05142928473349,65.63381400707107,123.71417788900807,62.777608246024485,112.88380293628997,59.878123095673374,108.56494007718871
10mM,Normal light,6,78.74642457405795,153.19350827011564,73.00132802124834,132.73771580345286,73.42494274411825,142.88690401832187,75.13402061855669,141.33099656357388
10mM,Normal light,7,52.30566534914362,96.07070707070707,65.72027163704666,119.0094278283485,55.8310463392322,101.57222169647645,66.11708762082944,124.16580916744621
10mM,Normal light,8,48.841501727929625,88.24674049638706,55.16839482356723,98.9171690378587,72.64232430310169,137.60867687475462,62.63132176887368,114.34762602817818
10mM,Normal light,9,65.04398415869345,119.91112045701469,57.62510400570545,100.9080787669876,69.07892139444905,130.73220419282245,79.30341880341881,145.28324786324785
10mM,Normal light,10,63.806931591362726,118.43854109961894,48.74070942970869,88.60914438691043,61.91518783129754,111.22923868786971,57.170138888888886,102.46951388888888
